
   INFO  Server running on [http://0.0.0.0:8000].  

  Press Ctrl+C to stop the server
  2026-04-04 21:27:34 /admin ............................................................................. ~ 523.25ms
  2026-04-04 21:27:34 /css/app.css ....................................................................... ~ 554.50ms
  2026-04-04 21:27:34 /images/logo-sidebar.png ............................................................. ~ 0.22ms
  2026-04-04 21:27:34 /js/pwa.js .......................................................................... ~ 19.77ms
  2026-04-04 21:28:04 /internal/accounts ....................................................................... ~ 1s
  2026-04-04 21:28:04 /css/app.css ....................................................................... ~ 535.90ms
  2026-04-04 21:28:05 /images/logo-sidebar.png ............................................................. ~ 0.34ms
  2026-04-04 21:28:05 /js/pwa.js .......................................................................... ~ 23.46ms
  2026-04-04 21:28:05 /manifest.json ...................................................................... ~ 56.25ms
  2026-04-04 21:28:07 /internal/billing ........................................................................ ~ 1s
  2026-04-04 21:28:07 /css/app.css ............................................................................. ~ 1s
  2026-04-04 21:28:08 /images/logo-sidebar.png ............................................................. ~ 0.42ms
  2026-04-04 21:28:08 /js/pwa.js .......................................................................... ~ 26.87ms
  2026-04-04 21:28:08 /manifest.json ...................................................................... ~ 63.69ms
  2026-04-04 21:28:09 /internal/carriers ....................................................................... ~ 1s
  2026-04-04 21:28:09 /css/app.css ......................................................................... ~ 0.34ms
  2026-04-04 21:28:09 /images/logo-sidebar.png ............................................................. ~ 0.30ms
  2026-04-04 21:28:10 /js/pwa.js .......................................................................... ~ 21.11ms
  2026-04-04 21:28:10 /manifest.json ...................................................................... ~ 54.56ms
  2026-04-04 21:28:10 /internal/integrations ............................................................. ~ 504.69ms
  2026-04-04 21:28:10 /css/app.css ....................................................................... ~ 526.10ms
  2026-04-04 21:28:11 /images/logo-sidebar.png ............................................................. ~ 0.32ms
  2026-04-04 21:28:11 /js/pwa.js .......................................................................... ~ 22.36ms
  2026-04-04 21:28:11 /manifest.json ...................................................................... ~ 53.22ms
  2026-04-04 21:28:12 /internal/carriers ....................................................................... ~ 1s
  2026-04-04 21:28:13 /css/app.css ......................................................................... ~ 0.35ms
  2026-04-04 21:28:13 /images/logo-sidebar.png ............................................................. ~ 1.64ms
  2026-04-04 21:28:13 /js/pwa.js .......................................................................... ~ 24.78ms
  2026-04-04 21:28:13 /manifest.json ...................................................................... ~ 57.60ms
  2026-04-04 21:28:14 /internal/feature-flags ............................................................ ~ 504.85ms
  2026-04-04 21:28:14 /css/app.css ....................................................................... ~ 527.38ms
  2026-04-04 21:28:15 /images/logo-sidebar.png ............................................................. ~ 0.30ms
  2026-04-04 21:28:15 /js/pwa.js .......................................................................... ~ 23.60ms
  2026-04-04 21:28:15 /manifest.json ...................................................................... ~ 55.03ms
  2026-04-04 21:28:17 /internal/feature-flags .................................................................. ~ 1s
  2026-04-04 21:28:18 /css/app.css ......................................................................... ~ 1.25ms
  2026-04-04 21:28:18 /images/logo-sidebar.png ............................................................. ~ 1.63ms
  2026-04-04 21:28:18 /js/pwa.js .......................................................................... ~ 27.32ms
  2026-04-04 21:28:18 /manifest.json ...................................................................... ~ 59.22ms
  2026-04-04 21:30:48 /css/app.css ......................................................................... ~ 1.38ms
  2026-04-04 21:30:48 /manifest.json ...................................................................... ~ 54.12ms
  2026-04-04 21:42:48 /internal/feature-flags .................................................................. ~ 1s
  2026-04-04 21:42:49 /css/app.css ......................................................................... ~ 0.25ms
  2026-04-04 21:42:49 /js/pwa.js .......................................................................... ~ 27.92ms
  2026-04-04 21:42:49 /images/logo-sidebar.png ............................................................ ~ 55.74ms
  2026-04-04 21:42:49 /manifest.json ...................................................................... ~ 74.98ms
  2026-04-04 21:42:49 /favicon.ico ......................................................................... ~ 0.20ms
  2026-04-04 21:42:49 /favicon.ico ......................................................................... ~ 0.20ms
  2026-04-04 21:42:49 /icons/icon-96x96.png ................................................................ ~ 0.22ms
  2026-04-04 21:43:06 /internal/api-keys ....................................................................... ~ 1s
  2026-04-04 21:43:06 /css/app.css ............................................................................. ~ 1s
  2026-04-04 21:43:07 /images/logo-sidebar.png ............................................................ ~ 29.69ms
  2026-04-04 21:43:07 /js/pwa.js .......................................................................... ~ 48.01ms
  2026-04-04 21:43:07 /manifest.json ....................................................................... ~ 0.33ms
  2026-04-04 21:43:12 /internal/feature-flags ............................................................ ~ 503.17ms
  2026-04-04 21:43:12 /css/app.css ......................................................................... ~ 0.31ms
  2026-04-04 21:43:12 /images/logo-sidebar.png ............................................................. ~ 1.26ms
  2026-04-04 21:43:12 /js/pwa.js .......................................................................... ~ 21.84ms
  2026-04-04 21:43:12 /manifest.json ...................................................................... ~ 50.38ms
  2026-04-04 21:43:16 /internal/billing ........................................................................ ~ 1s
  2026-04-04 21:43:16 /css/app.css ............................................................................. ~ 1s
  2026-04-04 21:43:17 /images/logo-sidebar.png ............................................................ ~ 29.17ms
  2026-04-04 21:43:17 /js/pwa.js .......................................................................... ~ 48.53ms
  2026-04-04 21:43:17 /manifest.json ...................................................................... ~ 75.43ms
  2026-04-04 21:43:46 /internal/accounts ................................................................. ~ 506.95ms
  2026-04-04 21:43:47 /login ............................................................................... ~ 0.28ms
  2026-04-04 21:43:47 /css/app.css ......................................................................... ~ 0.37ms
  2026-04-04 21:43:47 /images/logo-auth.png ............................................................... ~ 33.31ms
  2026-04-04 21:43:47 /manifest.json ...................................................................... ~ 56.63ms
  2026-04-04 21:43:49 /admin/login ............................................................................. ~ 1s
  2026-04-04 21:43:49 /css/app.css ......................................................................... ~ 0.24ms
  2026-04-04 21:43:49 /js/pwa.js .......................................................................... ~ 33.02ms
  2026-04-04 21:43:49 /manifest.json ...................................................................... ~ 67.33ms
  2026-04-04 21:43:53 /admin/login ....................................................................... ~ 503.93ms
  2026-04-04 21:43:54 /admin/login ....................................................................... ~ 507.98ms
  2026-04-04 21:43:54 /css/app.css ......................................................................... ~ 0.23ms
  2026-04-04 21:43:54 /js/pwa.js ........................................................................... ~ 0.21ms
  2026-04-04 21:43:54 /manifest.json ...................................................................... ~ 31.88ms
  2026-04-04 21:47:05 /admin/login ....................................................................... ~ 502.45ms
  2026-04-04 21:47:06 /admin ................................................................................... ~ 1s
  2026-04-04 21:47:07 /css/app.css ......................................................................... ~ 0.22ms
  2026-04-04 21:47:07 /images/logo-sidebar.png ............................................................ ~ 33.91ms
  2026-04-04 21:47:07 /js/pwa.js .......................................................................... ~ 58.00ms
  2026-04-04 21:47:10 /internal/billing ........................................................................ ~ 1s
  2026-04-04 21:47:11 /css/app.css ......................................................................... ~ 0.24ms
  2026-04-04 21:47:11 /images/logo-sidebar.png ............................................................. ~ 1.25ms
  2026-04-04 21:47:11 /js/pwa.js .......................................................................... ~ 24.46ms
  2026-04-04 21:47:11 /manifest.json ...................................................................... ~ 54.86ms
  2026-04-04 21:47:12 /internal/carriers ....................................................................... ~ 1s
  2026-04-04 21:47:14 /css/app.css ......................................................................... ~ 0.72ms
  2026-04-04 21:47:14 /js/pwa.js ........................................................................... ~ 0.26ms
  2026-04-04 21:47:14 /images/logo-sidebar.png ............................................................ ~ 40.77ms
  2026-04-04 21:47:14 /manifest.json ...................................................................... ~ 69.41ms
  2026-04-04 21:47:16 /internal/integrations ................................................................... ~ 2s
  2026-04-04 21:47:16 /internal/feature-flags .................................................................. ~ 3s
  2026-04-04 21:47:18 /internal/api-keys ....................................................................... ~ 3s
  2026-04-04 21:47:19 /css/app.css ............................................................................. ~ 1s
  2026-04-04 21:47:21 /images/logo-sidebar.png ............................................................ ~ 38.46ms
  2026-04-04 21:47:21 /js/pwa.js .......................................................................... ~ 60.84ms
  2026-04-04 21:47:21 /manifest.json ...................................................................... ~ 52.60ms
  2026-04-04 21:47:54 /css/app.css ......................................................................... ~ 3.73ms
  2026-04-04 21:47:54 /manifest.json ..................................................................... ~ 547.78ms
  2026-04-04 21:48:54 /internal/compliance ..................................................................... ~ 5s
  2026-04-04 21:48:54 /internal/compliance ..................................................................... ~ 5s
  2026-04-04 21:49:00 /css/app.css ....................................................................... ~ 537.65ms
  2026-04-04 21:49:00 /js/pwa.js ........................................................................... ~ 1.35ms
  2026-04-04 21:49:00 /images/logo-sidebar.png ............................................................ ~ 35.34ms
  2026-04-04 21:49:00 /manifest.json ...................................................................... ~ 57.58ms
  2026-04-04 21:52:57 /internal/kyc ............................................................................ ~ 1s
  2026-04-04 21:52:58 /css/app.css ......................................................................... ~ 0.34ms
  2026-04-04 21:52:58 /images/logo-sidebar.png ............................................................. ~ 0.32ms
  2026-04-04 21:52:58 /js/pwa.js .......................................................................... ~ 21.01ms
  2026-04-04 21:52:58 /manifest.json ...................................................................... ~ 50.17ms
  2026-04-04 21:53:05 /internal/feature-flags ............................................................ ~ 507.06ms
  2026-04-04 21:53:05 /css/app.css ......................................................................... ~ 0.29ms
  2026-04-04 21:53:05 /images/logo-sidebar.png ............................................................. ~ 0.21ms
  2026-04-04 21:53:05 /js/pwa.js .......................................................................... ~ 19.52ms
  2026-04-04 21:53:05 /manifest.json ...................................................................... ~ 47.37ms
  2026-04-04 22:00:32 /internal/api-keys ....................................................................... ~ 2s
  2026-04-04 22:00:34 /login ................................................................................... ~ 1s
  2026-04-04 22:00:35 /internal/api-keys ....................................................................... ~ 1s
  2026-04-04 22:00:35 /internal/api-keys ....................................................................... ~ 3s
  2026-04-04 22:00:37 /internal/api-keys ....................................................................... ~ 2s
  2026-04-04 22:00:39 /internal/integrations ................................................................... ~ 1s
  2026-04-04 22:00:40 /login ................................................................................... ~ 1s
  2026-04-04 22:00:41 /internal/api-keys ................................................................... ~ 0.32ms
  2026-04-04 22:00:41 /login ............................................................................. ~ 580.48ms
  2026-04-04 22:00:42 /css/app.css ......................................................................... ~ 0.27ms
  2026-04-04 22:00:42 /images/logo-auth.png ............................................................... ~ 33.66ms
  2026-04-04 22:00:42 /manifest.json ...................................................................... ~ 59.27ms
  2026-04-04 22:00:44 /admin/login ......................................................................... ~ 0.90ms
  2026-04-04 22:00:44 /css/app.css ....................................................................... ~ 550.99ms
  2026-04-04 22:00:44 /js/pwa.js ........................................................................... ~ 0.28ms
  2026-04-04 22:00:44 /manifest.json ...................................................................... ~ 35.00ms
  2026-04-04 22:00:47 /admin/login ....................................................................... ~ 503.29ms
  2026-04-04 22:00:47 /admin ............................................................................. ~ 516.19ms
  2026-04-04 22:00:48 /css/app.css ......................................................................... ~ 0.31ms
  2026-04-04 22:00:48 /images/logo-sidebar.png ............................................................ ~ 27.41ms
  2026-04-04 22:00:48 /js/pwa.js .......................................................................... ~ 46.37ms
  2026-04-04 22:01:07 /admin ................................................................................... ~ 2s
  2026-04-04 22:01:09 /css/app.css ......................................................................... ~ 0.44ms
  2026-04-04 22:01:09 /images/logo-sidebar.png ............................................................ ~ 37.92ms
  2026-04-04 22:01:09 /js/pwa.js .......................................................................... ~ 64.09ms
  2026-04-04 22:02:26 /css/app.css ......................................................................... ~ 2.10ms
  2026-04-04 22:27:02 /logout .............................................................................. ~ 0.43ms
  2026-04-04 22:27:03 /login ............................................................................. ~ 514.34ms
  2026-04-04 22:27:03 /css/app.css ......................................................................... ~ 1.14ms
  2026-04-04 22:27:03 /images/logo-auth.png ................................................................ ~ 0.29ms
  2026-04-04 22:27:03 /manifest.json ...................................................................... ~ 28.50ms
  2026-04-04 22:27:04 /admin/login ............................................................................. ~ 1s
  2026-04-04 22:27:05 /css/app.css ......................................................................... ~ 0.33ms
  2026-04-04 22:27:05 /js/pwa.js .......................................................................... ~ 31.82ms
  2026-04-04 22:27:05 /manifest.json ...................................................................... ~ 60.08ms
  2026-04-04 22:27:09 /admin/login ....................................................................... ~ 516.32ms
  2026-04-04 22:27:10 /admin/login ....................................................................... ~ 505.26ms
  2026-04-04 22:27:10 /css/app.css ......................................................................... ~ 1.47ms
  2026-04-04 22:27:10 /js/pwa.js ........................................................................... ~ 0.37ms
  2026-04-04 22:27:10 /manifest.json ...................................................................... ~ 33.33ms
  2026-04-04 22:27:15 /admin/login ....................................................................... ~ 501.73ms
  2026-04-04 22:27:15 /admin ................................................................................... ~ 3s
  2026-04-04 22:27:18 /css/app.css ......................................................................... ~ 1.07ms
  2026-04-04 22:27:18 /images/logo-sidebar.png ............................................................ ~ 30.65ms
  2026-04-04 22:27:18 /js/pwa.js .......................................................................... ~ 52.04ms
  2026-04-04 22:43:59 /logout ............................................................................ ~ 501.15ms
  2026-04-04 22:43:59 /logout .................................................................................. ~ 5s
  2026-04-04 22:44:05 /favicon.ico ......................................................................... ~ 0.25ms
  2026-04-04 22:44:08 / .................................................................................. ~ 502.75ms
  2026-04-04 22:44:08 /login ............................................................................. ~ 509.81ms
  2026-04-04 22:44:09 /css/app.css ......................................................................... ~ 0.29ms
  2026-04-04 22:44:09 /images/logo-auth.png ................................................................ ~ 0.27ms
  2026-04-04 22:44:09 /manifest.json ...................................................................... ~ 25.79ms
  2026-04-04 22:44:10 /b2b/login ......................................................................... ~ 569.22ms
  2026-04-04 22:44:11 /css/app.css ......................................................................... ~ 0.55ms
  2026-04-04 22:44:11 /js/pwa.js ........................................................................... ~ 0.41ms
  2026-04-04 22:44:11 /manifest.json ...................................................................... ~ 33.94ms
  2026-04-04 22:44:15 /b2b/login ......................................................................... ~ 503.98ms
  2026-04-04 22:44:16 /b2b/dashboard ..................................................................... ~ 505.30ms
  2026-04-04 22:44:16 /css/app.css ......................................................................... ~ 0.22ms
  2026-04-04 22:44:16 /images/logo-sidebar.png ............................................................. ~ 0.40ms
  2026-04-04 22:44:16 /js/pwa.js .......................................................................... ~ 23.01ms
  2026-04-04 22:44:16 /manifest.json ...................................................................... ~ 56.61ms
  2026-04-04 22:44:21 /b2b/shipments ........................................................................... ~ 1s
  2026-04-04 22:44:23 /css/app.css ........................................................................ ~ 47.73ms
  2026-04-04 22:44:23 /js/pwa.js ........................................................................... ~ 0.38ms
  2026-04-04 22:44:23 /images/logo-sidebar.png ............................................................ ~ 34.45ms
  2026-04-04 22:44:23 /manifest.json ...................................................................... ~ 57.37ms
  2026-04-04 22:44:26 /b2b/addresses ........................................................................... ~ 1s
  2026-04-04 22:44:27 /css/app.css ......................................................................... ~ 0.23ms
  2026-04-04 22:44:27 /images/logo-sidebar.png ............................................................ ~ 28.71ms
  2026-04-04 22:44:27 /js/pwa.js .......................................................................... ~ 47.74ms
  2026-04-04 22:44:27 /manifest.json ...................................................................... ~ 75.28ms
  2026-04-04 22:44:28 /b2b/shipments ..................................................................... ~ 516.09ms
  2026-04-04 22:44:29 /css/app.css ......................................................................... ~ 0.34ms
  2026-04-04 22:44:29 /images/logo-sidebar.png ............................................................ ~ 27.25ms
  2026-04-04 22:44:29 /js/pwa.js .......................................................................... ~ 45.89ms
  2026-04-04 22:44:29 /manifest.json ...................................................................... ~ 73.10ms
  2026-04-04 22:44:44 /b2b/addresses ..................................................................... ~ 509.07ms
  2026-04-04 22:44:45 /css/app.css ......................................................................... ~ 0.20ms
  2026-04-04 22:44:45 /images/logo-sidebar.png ............................................................. ~ 0.39ms
  2026-04-04 22:44:45 /js/pwa.js .......................................................................... ~ 22.50ms
  2026-04-04 22:44:45 /manifest.json ...................................................................... ~ 53.54ms
  2026-04-04 22:44:46 /b2b/orders ........................................................................ ~ 506.39ms
  2026-04-04 22:44:46 /css/app.css ......................................................................... ~ 1.25ms
  2026-04-04 22:44:46 /images/logo-sidebar.png ............................................................. ~ 0.35ms
  2026-04-04 22:44:46 /js/pwa.js .......................................................................... ~ 26.28ms
  2026-04-04 22:44:46 /manifest.json ...................................................................... ~ 61.21ms
  2026-04-04 22:44:48 /b2b/wallet .............................................................................. ~ 1s
  2026-04-04 22:44:49 /css/app.css ......................................................................... ~ 0.36ms
  2026-04-04 22:44:49 /images/logo-sidebar.png ............................................................. ~ 0.34ms
  2026-04-04 22:44:49 /js/pwa.js .......................................................................... ~ 24.38ms
  2026-04-04 22:44:49 /manifest.json ...................................................................... ~ 54.75ms
  2026-04-04 22:44:49 /b2b/reports ............................................................................. ~ 1s
  2026-04-04 22:44:49 /css/app.css ............................................................................. ~ 1s
  2026-04-04 22:44:50 /images/logo-sidebar.png ............................................................. ~ 0.34ms
  2026-04-04 22:44:50 /js/pwa.js .......................................................................... ~ 23.88ms
  2026-04-04 22:44:50 /manifest.json ...................................................................... ~ 53.97ms
  2026-04-04 22:44:51 /b2b/users ............................................................................... ~ 1s
  2026-04-04 22:44:51 /css/app.css ............................................................................. ~ 1s
  2026-04-04 22:44:52 /images/logo-sidebar.png ............................................................. ~ 0.30ms
  2026-04-04 22:44:52 /js/pwa.js .......................................................................... ~ 21.53ms
  2026-04-04 22:44:52 /manifest.json ...................................................................... ~ 54.64ms
  2026-04-04 22:44:56 /b2b/roles ............................................................................... ~ 1s
  2026-04-04 22:44:56 /css/app.css ............................................................................. ~ 1s
  2026-04-04 22:44:57 /images/logo-sidebar.png ............................................................. ~ 1.41ms
  2026-04-04 22:44:57 /js/pwa.js .......................................................................... ~ 25.40ms
  2026-04-04 22:44:57 /manifest.json ...................................................................... ~ 56.90ms
  2026-04-04 22:44:59 /b2b/developer ........................................................................... ~ 1s
  2026-04-04 22:45:00 /css/app.css ......................................................................... ~ 0.34ms
  2026-04-04 22:45:00 /images/logo-sidebar.png ............................................................. ~ 0.36ms
  2026-04-04 22:45:00 /js/pwa.js .......................................................................... ~ 30.13ms
  2026-04-04 22:45:00 /manifest.json ...................................................................... ~ 68.95ms
  2026-04-04 22:45:03 /b2b/dashboard ........................................................................... ~ 1s
  2026-04-04 22:45:03 /css/app.css ......................................................................... ~ 0.21ms
  2026-04-04 22:45:03 /images/logo-sidebar.png ............................................................. ~ 0.24ms
  2026-04-04 22:45:03 /js/pwa.js .......................................................................... ~ 23.06ms
  2026-04-04 22:45:03 /manifest.json ...................................................................... ~ 55.69ms
  2026-04-04 22:45:18 /logout ............................................................................ ~ 508.25ms
  2026-04-04 22:45:18 /b2b/login ............................................................................... ~ 1s
  2026-04-04 22:45:19 /css/app.css ......................................................................... ~ 0.49ms
  2026-04-04 22:45:19 /js/pwa.js ........................................................................... ~ 0.37ms
  2026-04-04 22:45:19 /manifest.json ...................................................................... ~ 32.20ms
  2026-04-04 22:45:21 /login ............................................................................. ~ 515.62ms
  2026-04-04 22:45:21 /css/app.css ......................................................................... ~ 0.27ms
  2026-04-04 22:45:21 /images/logo-auth.png ................................................................ ~ 0.68ms
  2026-04-04 22:45:21 /manifest.json ...................................................................... ~ 34.30ms
  2026-04-04 22:45:22 /admin/login ............................................................................. ~ 1s
  2026-04-04 22:45:23 /css/app.css ......................................................................... ~ 0.62ms
  2026-04-04 22:45:23 /js/pwa.js ........................................................................... ~ 0.60ms
  2026-04-04 22:45:23 /manifest.json ...................................................................... ~ 47.82ms
  2026-04-04 22:45:27 /admin/login ............................................................................. ~ 1s
  2026-04-04 22:45:28 /admin ................................................................................... ~ 1s
  2026-04-04 22:45:29 /css/app.css ......................................................................... ~ 0.41ms
  2026-04-04 22:45:29 /images/logo-sidebar.png ............................................................ ~ 32.74ms
  2026-04-04 22:45:29 /js/pwa.js .......................................................................... ~ 54.93ms
  2026-04-04 22:45:34 /internal/accounts ................................................................. ~ 503.26ms
  2026-04-04 22:45:34 /css/app.css ......................................................................... ~ 0.30ms
  2026-04-04 22:45:34 /images/logo-sidebar.png ............................................................ ~ 30.91ms
  2026-04-04 22:45:34 /js/pwa.js .......................................................................... ~ 52.25ms
  2026-04-04 22:45:34 /manifest.json ...................................................................... ~ 82.36ms
  2026-04-04 22:45:36 /internal/billing ........................................................................ ~ 1s
  2026-04-04 22:45:36 /css/app.css ....................................................................... ~ 532.21ms
  2026-04-04 22:45:37 /images/logo-sidebar.png ............................................................. ~ 0.54ms
  2026-04-04 22:45:37 /js/pwa.js .......................................................................... ~ 26.44ms
  2026-04-04 22:45:37 /manifest.json ...................................................................... ~ 62.67ms
  2026-04-04 22:45:38 /internal/carriers ....................................................................... ~ 1s
  2026-04-04 22:45:39 /css/app.css ......................................................................... ~ 0.23ms
  2026-04-04 22:45:39 /images/logo-sidebar.png ............................................................. ~ 0.26ms
  2026-04-04 22:45:39 /js/pwa.js .......................................................................... ~ 22.85ms
  2026-04-04 22:45:39 /manifest.json ...................................................................... ~ 55.25ms
  2026-04-04 22:45:41 /internal/integrations ................................................................... ~ 1s
  2026-04-04 22:45:42 /css/app.css ......................................................................... ~ 0.29ms
  2026-04-04 22:45:42 /js/pwa.js ........................................................................... ~ 0.30ms
  2026-04-04 22:45:42 /images/logo-sidebar.png ............................................................ ~ 41.67ms
  2026-04-04 22:45:42 /manifest.json ...................................................................... ~ 71.21ms
  2026-04-04 22:45:43 /internal/feature-flags .................................................................. ~ 1s
  2026-04-04 22:45:43 /css/app.css ............................................................................. ~ 1s
  2026-04-04 22:45:44 /js/pwa.js ........................................................................... ~ 0.25ms
  2026-04-04 22:45:44 /images/logo-sidebar.png ............................................................ ~ 34.72ms
  2026-04-04 22:45:44 /manifest.json ...................................................................... ~ 57.42ms
  2026-04-04 22:45:44 /internal/feature-flags ............................................................ ~ 503.65ms
  2026-04-04 22:45:44 /css/app.css ....................................................................... ~ 531.27ms
  2026-04-04 22:45:45 /images/logo-sidebar.png ............................................................ ~ 37.76ms
  2026-04-04 22:45:45 /js/pwa.js .......................................................................... ~ 65.63ms
  2026-04-04 22:45:45 /manifest.json ..................................................................... ~ 102.58ms
  2026-04-04 22:45:46 /internal/api-keys ....................................................................... ~ 1s
  2026-04-04 22:45:48 /css/app.css ......................................................................... ~ 0.27ms
  2026-04-04 22:45:48 /images/logo-sidebar.png ............................................................ ~ 29.67ms
  2026-04-04 22:45:48 /js/pwa.js .......................................................................... ~ 50.21ms
  2026-04-04 22:45:48 /manifest.json ...................................................................... ~ 80.59ms
  2026-04-04 22:45:49 /internal/webhooks ....................................................................... ~ 1s
  2026-04-04 22:45:51 /css/app.css ......................................................................... ~ 0.58ms
  2026-04-04 22:45:51 /images/logo-sidebar.png ............................................................. ~ 0.59ms
  2026-04-04 22:45:51 /js/pwa.js .......................................................................... ~ 29.37ms
  2026-04-04 22:45:51 /manifest.json ...................................................................... ~ 70.26ms
  2026-04-04 22:45:52 /internal/api-keys ................................................................. ~ 539.80ms
  2026-04-04 22:45:52 /css/app.css ........................................................................ ~ 98.64ms
  2026-04-04 22:45:52 /js/pwa.js ........................................................................... ~ 0.37ms
  2026-04-04 22:45:52 /images/logo-sidebar.png ............................................................ ~ 37.22ms
  2026-04-04 22:45:52 /manifest.json ...................................................................... ~ 62.27ms
  2026-04-04 22:46:33 /internal/integrations ................................................................... ~ 1s
  2026-04-04 22:46:33 /css/app.css ............................................................................. ~ 1s
  2026-04-04 22:46:34 /images/logo-sidebar.png ............................................................. ~ 1.01ms
  2026-04-04 22:46:34 /js/pwa.js .......................................................................... ~ 29.06ms
  2026-04-04 22:46:34 /manifest.json ...................................................................... ~ 67.03ms
  2026-04-04 22:47:16 /internal/feature-flags ............................................................ ~ 515.13ms
  2026-04-04 22:47:17 /css/app.css ......................................................................... ~ 0.34ms
  2026-04-04 22:47:17 /images/logo-sidebar.png ............................................................ ~ 40.81ms
  2026-04-04 22:47:17 /js/pwa.js .......................................................................... ~ 66.18ms
  2026-04-04 22:47:17 /manifest.json ..................................................................... ~ 102.47ms
  2026-04-04 22:47:30 /internal/shipments ...................................................................... ~ 4s
  2026-04-04 22:47:30 /css/app.css ............................................................................. ~ 3s
  2026-04-04 22:47:34 /images/logo-sidebar.png ............................................................. ~ 0.46ms
  2026-04-04 22:47:34 /js/pwa.js .......................................................................... ~ 27.15ms
  2026-04-04 22:47:34 /manifest.json ...................................................................... ~ 66.55ms
  2026-04-04 22:47:41 /internal/tickets .................................................................. ~ 501.60ms
  2026-04-04 22:47:41 /css/app.css ....................................................................... ~ 524.87ms
  2026-04-04 22:47:42 /images/logo-sidebar.png ............................................................ ~ 26.27ms
  2026-04-04 22:47:42 /js/pwa.js .......................................................................... ~ 47.29ms
  2026-04-04 22:47:42 /manifest.json ...................................................................... ~ 75.30ms
  2026-04-04 22:48:33 /internal/kyc ............................................................................ ~ 1s
  2026-04-04 22:48:35 /css/app.css ......................................................................... ~ 0.31ms
  2026-04-04 22:48:35 /images/logo-sidebar.png ............................................................. ~ 0.24ms
  2026-04-04 22:48:35 /js/pwa.js .......................................................................... ~ 24.41ms
  2026-04-04 22:48:35 /manifest.json ...................................................................... ~ 60.78ms
  2026-04-04 22:48:40 /internal/compliance ..................................................................... ~ 1s
  2026-04-04 22:48:41 /css/app.css ......................................................................... ~ 0.24ms
  2026-04-04 22:48:41 /images/logo-sidebar.png ............................................................. ~ 0.36ms
  2026-04-04 22:48:41 /js/pwa.js ........................................................................... ~ 0.49ms
  2026-04-04 22:48:41 /manifest.json ...................................................................... ~ 42.27ms
  2026-04-04 22:49:54 /internal/staff .......................................................................... ~ 1s
  2026-04-04 22:49:55 /css/app.css ......................................................................... ~ 0.59ms
  2026-04-04 22:49:55 /images/logo-sidebar.png ............................................................. ~ 1.25ms
  2026-04-04 22:49:55 /js/pwa.js .......................................................................... ~ 25.38ms
  2026-04-04 22:49:55 /manifest.json ...................................................................... ~ 56.95ms
  2026-04-04 22:51:52 /internal/tickets ........................................................................ ~ 1s
  2026-04-04 22:51:52 /css/app.css ............................................................................. ~ 1s
  2026-04-04 22:51:53 /js/pwa.js .......................................................................... ~ 40.81ms
  2026-04-04 22:51:53 /images/logo-sidebar.png ............................................................ ~ 80.61ms
  2026-04-04 22:51:53 /manifest.json ..................................................................... ~ 107.34ms
  2026-04-04 22:51:55 /internal/shipments ...................................................................... ~ 2s
  2026-04-04 22:51:55 /internal/webhooks ....................................................................... ~ 4s
  2026-04-04 22:51:57 /css/app.css ............................................................................. ~ 2s
  2026-04-04 22:51:59 /js/pwa.js .......................................................................... ~ 47.99ms
  2026-04-04 22:51:59 /images/logo-sidebar.png ............................................................ ~ 89.28ms
  2026-04-04 22:51:59 /manifest.json ..................................................................... ~ 118.64ms
  2026-04-04 22:52:05 /internal/api-keys ....................................................................... ~ 1s
  2026-04-04 22:52:05 /css/app.css ......................................................................... ~ 0.35ms
  2026-04-04 22:52:06 /images/logo-sidebar.png ............................................................ ~ 42.99ms
  2026-04-04 22:52:06 /js/pwa.js .......................................................................... ~ 70.24ms
  2026-04-04 22:52:06 /manifest.json ..................................................................... ~ 106.93ms
  2026-04-04 22:52:12 /internal/feature-flags ............................................................ ~ 517.25ms
  2026-04-04 22:52:13 /css/app.css ......................................................................... ~ 0.32ms
  2026-04-04 22:52:13 /images/logo-sidebar.png ............................................................. ~ 0.25ms
  2026-04-04 22:52:13 /js/pwa.js .......................................................................... ~ 24.43ms
  2026-04-04 22:52:13 /manifest.json ...................................................................... ~ 58.32ms
  2026-04-04 22:52:35 /internal/integrations ............................................................. ~ 515.36ms
  2026-04-04 22:52:36 /css/app.css ....................................................................... ~ 514.97ms
  2026-04-04 22:52:36 /images/logo-sidebar.png ............................................................. ~ 0.39ms
  2026-04-04 22:52:36 /js/pwa.js .......................................................................... ~ 26.46ms
  2026-04-04 22:52:36 /manifest.json ...................................................................... ~ 66.41ms
  2026-04-04 22:53:53 /internal/feature-flags .................................................................. ~ 1s
  2026-04-04 22:53:53 /css/app.css ............................................................................. ~ 1s
  2026-04-04 22:53:54 /images/logo-sidebar.png ............................................................. ~ 1.21ms
  2026-04-04 22:53:54 /js/pwa.js .......................................................................... ~ 27.68ms
  2026-04-04 22:53:54 /manifest.json ...................................................................... ~ 64.71ms
  2026-04-04 22:53:59 /internal/api-keys ....................................................................... ~ 2s
  2026-04-04 22:53:59 /css/app.css ............................................................................. ~ 2s
  2026-04-04 22:54:01 /images/logo-sidebar.png ............................................................ ~ 42.97ms
  2026-04-04 22:54:01 /js/pwa.js .......................................................................... ~ 69.17ms
  2026-04-04 22:54:01 /manifest.json ..................................................................... ~ 110.38ms
