
   INFO  Server running on [http://127.0.0.1:8010].  

  Press Ctrl+C to stop the server
  2026-04-04 17:53:41 /css/app.css ........................................................................ ~ 33.62ms
  2026-04-04 17:53:42 /manifest.json ...................................................................... ~ 28.86ms
  2026-04-04 17:53:42 /internal/reports/shipments ........................................................ ~ 568.45ms
  2026-04-04 17:53:42 /css/app.css ....................................................................... ~ 589.65ms
  2026-04-04 17:53:42 /images/logo-sidebar.png ............................................................ ~ 34.42ms
  2026-04-04 17:53:42 /js/pwa.js .......................................................................... ~ 60.03ms
  2026-04-04 17:53:42 /sw.js ............................................................................... ~ 0.23ms
  2026-04-04 17:53:42 / .................................................................................. ~ 502.53ms
  2026-04-04 17:53:42 /offline ........................................................................... ~ 542.74ms
  2026-04-04 17:53:42 /css/app.css ........................................................................ ~ 35.59ms
  2026-04-04 17:53:43 /internal/reports/shipments/export .................................................. ~ 33.30ms
  2026-04-04 17:53:43 .................................................................................... ~ 558.22ms
  2026-04-04 17:53:43 .................................................................................... ~ 625.25ms
  2026-04-04 17:53:43 /admin/login ....................................................................... ~ 514.13ms
  2026-04-04 17:53:44 /css/app.css ......................................................................... ~ 0.30ms
  2026-04-04 17:53:44 /js/pwa.js .......................................................................... ~ 29.43ms
  2026-04-04 17:53:45 /sw.js ............................................................................... ~ 2.23ms
  2026-04-04 17:53:45 / .................................................................................... ~ 0.29ms
  2026-04-04 17:53:45 /offline ........................................................................... ~ 578.46ms
  2026-04-04 17:53:45 /admin/login ....................................................................... ~ 501.42ms
  2026-04-04 17:53:45 /login ............................................................................. ~ 532.39ms
  2026-04-04 17:53:45 /css/app.css ............................................................................. ~ 1s
  2026-04-04 17:53:46 /internal .......................................................................... ~ 513.44ms
  2026-04-04 17:53:46 /manifest.json ..................................................................... ~ 626.62ms
  2026-04-04 17:53:46 /css/app.css ....................................................................... ~ 568.15ms
  2026-04-04 17:53:46 /images/logo-sidebar.png ............................................................ ~ 26.56ms
  2026-04-04 17:53:46 /js/pwa.js .......................................................................... ~ 45.33ms
  2026-04-04 17:53:46 /sw.js ............................................................................... ~ 0.24ms
  2026-04-04 17:53:46 / .................................................................................... ~ 0.19ms
  2026-04-04 17:53:46 /offline ........................................................................... ~ 536.15ms
  2026-04-04 17:53:47 /css/app.css ....................................................................... ~ 539.93ms
  2026-04-04 17:53:47 /manifest.json ...................................................................... ~ 33.41ms
  2026-04-04 17:53:47 /internal/reports .................................................................. ~ 584.95ms
  2026-04-04 17:53:47 /css/app.css ....................................................................... ~ 611.42ms
  2026-04-04 17:53:48 /images/logo-sidebar.png ............................................................. ~ 0.21ms
  2026-04-04 17:53:48 /js/pwa.js .......................................................................... ~ 25.64ms
  2026-04-04 17:53:48 /sw.js ............................................................................... ~ 0.22ms
  2026-04-04 17:53:48 / .................................................................................... ~ 0.23ms
  2026-04-04 17:53:48 /offline ........................................................................... ~ 550.73ms
  2026-04-04 17:53:48 /internal/reports/shipments .......................................................... ~ 0.37ms
  2026-04-04 17:53:48 /css/app.css ....................................................................... ~ 576.61ms
  2026-04-04 17:53:48 /manifest.json ..................................................................... ~ 573.23ms
  2026-04-04 17:53:48 /css/app.css ....................................................................... ~ 603.27ms
  2026-04-04 17:53:49 /images/logo-sidebar.png ............................................................ ~ 33.31ms
  2026-04-04 17:53:49 /js/pwa.js .......................................................................... ~ 59.29ms
  2026-04-04 17:53:49 /sw.js ............................................................................... ~ 0.26ms
  2026-04-04 17:53:49 / .................................................................................... ~ 0.23ms
  2026-04-04 17:53:49 /offline ............................................................................ ~ 47.21ms
  2026-04-04 17:53:49 /css/app.css ........................................................................ ~ 40.68ms
  2026-04-04 17:53:49 /manifest.json ...................................................................... ~ 36.51ms
  2026-04-04 17:53:49 .................................................................................... ~ 570.52ms
  2026-04-04 17:53:49 .................................................................................... ~ 610.46ms
  2026-04-04 17:53:49 /b2b/login ........................................................................... ~ 0.24ms
  2026-04-04 17:53:50 /css/app.css ......................................................................... ~ 0.31ms
  2026-04-04 17:53:50 /js/pwa.js .......................................................................... ~ 32.41ms
  2026-04-04 17:53:50 /sw.js ............................................................................... ~ 1.41ms
  2026-04-04 17:53:50 / .................................................................................... ~ 0.26ms
  2026-04-04 17:53:50 /offline ........................................................................... ~ 555.78ms
  2026-04-04 17:53:51 /b2b/login ......................................................................... ~ 505.35ms
  2026-04-04 17:53:51 /login ............................................................................. ~ 538.84ms
  2026-04-04 17:53:51 /css/app.css ............................................................................. ~ 1s
  2026-04-04 17:53:52 /b2b/dashboard ..................................................................... ~ 512.77ms
  2026-04-04 17:53:52 /manifest.json ..................................................................... ~ 611.47ms
  2026-04-04 17:53:52 /css/app.css ....................................................................... ~ 571.04ms
  2026-04-04 17:53:52 /images/logo-sidebar.png ............................................................ ~ 30.82ms
  2026-04-04 17:53:52 /js/pwa.js .......................................................................... ~ 53.28ms
  2026-04-04 17:53:53 /sw.js ............................................................................... ~ 0.21ms
  2026-04-04 17:53:53 / .................................................................................. ~ 518.50ms
  2026-04-04 17:53:53 /offline ........................................................................... ~ 555.86ms
  2026-04-04 17:53:53 /b2b/dashboard ..................................................................... ~ 512.86ms
  2026-04-04 17:53:53 /internal/reports/shipments/export ....................................................... ~ 1s
  2026-04-04 17:53:53 /css/app.css ............................................................................. ~ 1s
  2026-04-04 17:53:54 /manifest.json ..................................................................... ~ 564.06ms
  2026-04-04 17:53:54 ..................................................................................... ~ 27.71ms
  2026-04-04 17:53:54 ..................................................................................... ~ 70.12ms
  2026-04-04 17:54:00 / .................................................................................. ~ 505.98ms
  2026-04-04 17:54:00 /login ............................................................................... ~ 0.29ms
  2026-04-04 17:54:01 / .................................................................................. ~ 510.49ms
  2026-04-04 17:54:01 /login ............................................................................... ~ 0.37ms
  2026-04-04 17:54:04 /admin/login ......................................................................... ~ 0.82ms
  2026-04-04 17:54:04 /css/app.css ......................................................................... ~ 0.21ms
  2026-04-04 17:54:04 /js/pwa.js .......................................................................... ~ 31.16ms
  2026-04-04 17:54:05 /sw.js ............................................................................... ~ 2.99ms
  2026-04-04 17:54:05 / .................................................................................. ~ 504.70ms
  2026-04-04 17:54:05 /offline ........................................................................... ~ 542.43ms
  2026-04-04 17:54:06 /admin/login ....................................................................... ~ 538.13ms
  2026-04-04 17:54:06 /login ............................................................................. ~ 534.41ms
  2026-04-04 17:54:05 /css/app.css ............................................................................. ~ 1s
  2026-04-04 17:54:07 /admin ............................................................................. ~ 516.05ms
  2026-04-04 17:54:06 /manifest.json ..................................................................... ~ 629.92ms
  2026-04-04 17:54:07 /css/app.css ....................................................................... ~ 591.47ms
  2026-04-04 17:54:07 /images/logo-sidebar.png ............................................................ ~ 35.07ms
  2026-04-04 17:54:07 /js/pwa.js .......................................................................... ~ 58.39ms
  2026-04-04 17:54:07 /sw.js ............................................................................... ~ 0.22ms
  2026-04-04 17:54:07 / .................................................................................. ~ 511.18ms
  2026-04-04 17:54:07 /offline ........................................................................... ~ 552.97ms
  2026-04-04 17:54:08 /internal/reports .................................................................. ~ 511.06ms
  2026-04-04 17:54:08 /css/app.css ....................................................................... ~ 573.04ms
  2026-04-04 17:54:08 /css/app.css ....................................................................... ~ 576.64ms
  2026-04-04 17:54:08 /images/logo-sidebar.png ............................................................ ~ 85.23ms
  2026-04-04 17:54:08 /js/pwa.js .......................................................................... ~ 82.69ms
  2026-04-04 17:54:09 /sw.js ............................................................................... ~ 0.46ms
  2026-04-04 17:54:09 / .................................................................................... ~ 0.42ms
  2026-04-04 17:54:09 /offline ........................................................................... ~ 550.40ms
  2026-04-04 17:54:09 /internal/reports/executive ........................................................ ~ 505.83ms
  2026-04-04 17:54:09 /css/app.css ............................................................................. ~ 1s
  2026-04-04 17:54:09 /manifest.json ..................................................................... ~ 574.48ms
  2026-04-04 17:54:09 /css/app.css ....................................................................... ~ 608.79ms
  2026-04-04 17:54:10 /images/logo-sidebar.png ............................................................ ~ 33.14ms
  2026-04-04 17:54:10 /js/pwa.js .......................................................................... ~ 58.68ms
  2026-04-04 17:54:10 /sw.js ............................................................................... ~ 0.20ms
  2026-04-04 17:54:10 / .................................................................................... ~ 0.43ms
  2026-04-04 17:54:10 /offline ........................................................................... ~ 568.70ms
  2026-04-04 17:54:10 /css/app.css ....................................................................... ~ 557.41ms
  2026-04-04 17:54:11 /manifest.json ...................................................................... ~ 33.38ms
  2026-04-04 17:54:11 ..................................................................................... ~ 64.64ms
  2026-04-04 17:54:11 .................................................................................... ~ 111.35ms
  2026-04-04 17:54:11 /admin/login ......................................................................... ~ 0.32ms
  2026-04-04 17:54:11 /css/app.css ......................................................................... ~ 0.34ms
  2026-04-04 17:54:11 /js/pwa.js .......................................................................... ~ 42.82ms
  2026-04-04 17:54:12 /sw.js ............................................................................... ~ 0.49ms
  2026-04-04 17:54:12 / .................................................................................. ~ 519.22ms
  2026-04-04 17:54:12 /offline ........................................................................... ~ 557.68ms
  2026-04-04 17:54:12 /admin/login ....................................................................... ~ 545.05ms
  2026-04-04 17:54:12 /login ................................................................................... ~ 1s
  2026-04-04 17:54:12 /css/app.css ............................................................................. ~ 1s
  2026-04-04 17:54:13 /internal .......................................................................... ~ 510.80ms
  2026-04-04 17:54:13 /manifest.json ........................................................................... ~ 1s
  2026-04-04 17:54:13 /css/app.css ....................................................................... ~ 570.15ms
  2026-04-04 17:54:14 /images/logo-sidebar.png ............................................................ ~ 30.53ms
  2026-04-04 17:54:14 /js/pwa.js .......................................................................... ~ 51.95ms
  2026-04-04 17:54:14 /sw.js ............................................................................... ~ 0.22ms
  2026-04-04 17:54:14 / .................................................................................. ~ 511.87ms
  2026-04-04 17:54:14 /offline ........................................................................... ~ 551.82ms
  2026-04-04 17:54:14 /css/app.css ....................................................................... ~ 584.01ms
  2026-04-04 17:54:14 /internal/reports .................................................................. ~ 565.94ms
  2026-04-04 17:54:15 /css/app.css ....................................................................... ~ 559.20ms
  2026-04-04 17:54:15 /images/logo-sidebar.png ........................................................... ~ 587.59ms
  2026-04-04 17:54:15 /js/pwa.js .......................................................................... ~ 52.01ms
  2026-04-04 17:54:15 /sw.js ............................................................................... ~ 0.34ms
  2026-04-04 17:54:15 / .................................................................................... ~ 0.37ms
  2026-04-04 17:54:15 /offline ........................................................................... ~ 555.82ms
  2026-04-04 17:54:16 /css/app.css ....................................................................... ~ 545.09ms
  2026-04-04 17:54:16 /internal/reports/executive ......................................................... ~ 32.83ms
  2026-04-04 17:54:16 .................................................................................... ~ 563.11ms
  2026-04-04 17:54:16 .................................................................................... ~ 607.01ms
  2026-04-04 17:54:16 /admin/login ......................................................................... ~ 0.21ms
  2026-04-04 17:54:17 /css/app.css ......................................................................... ~ 0.33ms
  2026-04-04 17:54:17 /js/pwa.js .......................................................................... ~ 33.33ms
  2026-04-04 17:54:18 /sw.js ............................................................................... ~ 0.45ms
  2026-04-04 17:54:18 / .................................................................................... ~ 0.29ms
  2026-04-04 17:54:18 /offline ........................................................................... ~ 554.15ms
  2026-04-04 17:54:18 /admin/login ....................................................................... ~ 505.50ms
  2026-04-04 17:54:18 /login ............................................................................. ~ 534.26ms
  2026-04-04 17:54:18 /css/app.css ............................................................................. ~ 1s
  2026-04-04 17:54:19 /internal .......................................................................... ~ 518.33ms
  2026-04-04 17:54:19 /manifest.json ..................................................................... ~ 618.73ms
  2026-04-04 17:54:19 /css/app.css ....................................................................... ~ 584.49ms
  2026-04-04 17:54:20 /images/logo-sidebar.png ............................................................ ~ 28.76ms
  2026-04-04 17:54:20 /js/pwa.js .......................................................................... ~ 49.33ms
  2026-04-04 17:54:20 /sw.js ............................................................................... ~ 0.36ms
  2026-04-04 17:54:20 / .................................................................................. ~ 518.07ms
  2026-04-04 17:54:20 /offline ........................................................................... ~ 592.76ms
  2026-04-04 17:54:20 /css/app.css ........................................................................ ~ 48.44ms
  2026-04-04 17:54:20 /manifest.json ...................................................................... ~ 46.75ms
  2026-04-04 17:54:20 /internal/reports ........................................................................ ~ 1s
  2026-04-04 17:54:20 /css/app.css ............................................................................. ~ 1s
  2026-04-04 17:54:22 /images/logo-sidebar.png ............................................................ ~ 34.54ms
  2026-04-04 17:54:22 /js/pwa.js .......................................................................... ~ 55.59ms
  2026-04-04 17:54:22 /sw.js ............................................................................... ~ 0.50ms
  2026-04-04 17:54:22 / .................................................................................. ~ 507.62ms
  2026-04-04 17:54:22 /offline ........................................................................... ~ 546.67ms
  2026-04-04 17:54:22 /internal/reports/executive .......................................................... ~ 0.22ms
  2026-04-04 17:54:22 /css/app.css ........................................................................ ~ 49.50ms
  2026-04-04 17:54:22 /manifest.json ...................................................................... ~ 53.79ms
  2026-04-04 17:54:22 .................................................................................... ~ 650.50ms
  2026-04-04 17:54:23 /b2b/login ........................................................................... ~ 0.24ms
  2026-04-04 17:54:23 /css/app.css ......................................................................... ~ 0.23ms
  2026-04-04 17:54:23 /js/pwa.js .......................................................................... ~ 30.35ms
  2026-04-04 17:54:24 /sw.js ............................................................................... ~ 0.76ms
  2026-04-04 17:54:24 / .................................................................................... ~ 0.31ms
  2026-04-04 17:54:24 /offline ........................................................................... ~ 549.73ms
  2026-04-04 17:54:24 /b2b/login ........................................................................... ~ 0.25ms
  2026-04-04 17:54:24 /login ............................................................................. ~ 538.55ms
  2026-04-04 17:54:24 /css/app.css ............................................................................. ~ 1s
  2026-04-04 17:54:25 /b2b/dashboard ........................................................................... ~ 1s
  2026-04-04 17:54:25 /css/app.css ....................................................................... ~ 544.43ms
  2026-04-04 17:54:26 /images/logo-sidebar.png ............................................................ ~ 27.84ms
  2026-04-04 17:54:26 /js/pwa.js .......................................................................... ~ 47.54ms
  2026-04-04 17:54:26 /sw.js ............................................................................... ~ 0.20ms
  2026-04-04 17:54:26 / .................................................................................... ~ 0.27ms
  2026-04-04 17:54:26 /offline ........................................................................... ~ 545.99ms
  2026-04-04 17:54:26 /b2b/dashboard ..................................................................... ~ 538.89ms
  2026-04-04 17:54:26 /css/app.css ....................................................................... ~ 606.00ms
  2026-04-04 17:54:27 /internal/reports/executive ........................................................ ~ 541.73ms
  2026-04-04 17:54:26 /manifest.json ..................................................................... ~ 590.34ms
  2026-04-04 17:54:27 .................................................................................... ~ 578.12ms
  2026-04-04 18:15:23 / .................................................................................... ~ 8.57ms
  2026-04-04 18:15:23 /login ............................................................................. ~ 514.28ms
  2026-04-04 18:15:24 / .................................................................................... ~ 0.28ms
  2026-04-04 18:15:24 /login ............................................................................. ~ 517.77ms
  2026-04-04 18:15:27 /admin/login ....................................................................... ~ 502.31ms
  2026-04-04 18:15:27 /css/app.css ......................................................................... ~ 0.33ms
  2026-04-04 18:15:27 /js/pwa.js .......................................................................... ~ 27.24ms
  2026-04-04 18:15:31 /sw.js ............................................................................... ~ 0.38ms
  2026-04-04 18:15:31 / .................................................................................. ~ 513.33ms
  2026-04-04 18:15:31 /offline ........................................................................... ~ 547.72ms
  2026-04-04 18:15:31 /admin/login ....................................................................... ~ 513.29ms
  2026-04-04 18:15:31 /login ............................................................................. ~ 554.94ms
  2026-04-04 18:15:31 /css/app.css ....................................................................... ~ 619.43ms
  2026-04-04 18:15:32 /internal .......................................................................... ~ 568.27ms
  2026-04-04 18:15:32 /css/app.css ....................................................................... ~ 533.34ms
  2026-04-04 18:15:32 /images/logo-sidebar.png ............................................................ ~ 29.19ms
  2026-04-04 18:15:32 /js/pwa.js .......................................................................... ~ 52.17ms
  2026-04-04 18:15:32 /sw.js ............................................................................... ~ 0.38ms
  2026-04-04 18:15:32 / .................................................................................... ~ 0.20ms
  2026-04-04 18:15:32 /offline ........................................................................... ~ 542.85ms
  2026-04-04 18:15:33 /css/app.css ....................................................................... ~ 537.40ms
  2026-04-04 18:15:33 /manifest.json ...................................................................... ~ 34.90ms
  2026-04-04 18:15:33 /internal/carriers ................................................................. ~ 569.03ms
  2026-04-04 18:15:33 /css/app.css ....................................................................... ~ 593.53ms
  2026-04-04 18:15:33 /images/logo-sidebar.png ............................................................ ~ 31.28ms
  2026-04-04 18:15:33 /js/pwa.js .......................................................................... ~ 53.94ms
  2026-04-04 18:15:34 /sw.js ............................................................................... ~ 0.33ms
  2026-04-04 18:15:34 / .................................................................................... ~ 0.22ms
  2026-04-04 18:15:34 /offline ............................................................................ ~ 42.02ms
  2026-04-04 18:15:34 /css/app.css ........................................................................ ~ 34.56ms
  2026-04-04 18:15:34 /manifest.json ...................................................................... ~ 28.39ms
  2026-04-04 18:15:34 /internal/carriers/fedex ........................................................... ~ 558.74ms
  2026-04-04 18:15:34 /css/app.css ....................................................................... ~ 578.68ms
  2026-04-04 18:15:35 /images/logo-sidebar.png ............................................................ ~ 30.42ms
  2026-04-04 18:15:35 /js/pwa.js .......................................................................... ~ 50.77ms
  2026-04-04 18:15:35 /sw.js ............................................................................... ~ 0.47ms
  2026-04-04 18:15:35 / .................................................................................. ~ 505.42ms
  2026-04-04 18:15:35 /offline ........................................................................... ~ 543.56ms
  2026-04-04 18:15:35 /css/app.css ........................................................................ ~ 36.76ms
  2026-04-04 18:15:35 /manifest.json ...................................................................... ~ 29.21ms
  2026-04-04 18:15:35 ..................................................................................... ~ 56.27ms
  2026-04-04 18:15:35 ..................................................................................... ~ 96.39ms
  2026-04-04 18:15:35 /admin/login ....................................................................... ~ 516.60ms
  2026-04-04 18:15:36 /css/app.css ......................................................................... ~ 0.30ms
  2026-04-04 18:15:36 /js/pwa.js .......................................................................... ~ 38.00ms
  2026-04-04 18:15:36 /sw.js ............................................................................... ~ 0.49ms
  2026-04-04 18:15:36 / .................................................................................... ~ 0.25ms
  2026-04-04 18:15:36 /offline ............................................................................ ~ 36.41ms
  2026-04-04 18:15:37 /admin/login ....................................................................... ~ 503.15ms
  2026-04-04 18:15:37 /login ............................................................................. ~ 534.04ms
  2026-04-04 18:15:36 /css/app.css ....................................................................... ~ 599.75ms
  2026-04-04 18:15:37 /internal .......................................................................... ~ 504.02ms
  2026-04-04 18:15:37 /manifest.json ..................................................................... ~ 596.89ms
  2026-04-04 18:15:37 /css/app.css ....................................................................... ~ 561.18ms
  2026-04-04 18:15:38 /images/logo-sidebar.png ............................................................ ~ 32.20ms
  2026-04-04 18:15:38 /js/pwa.js .......................................................................... ~ 52.72ms
  2026-04-04 18:15:38 /sw.js ............................................................................... ~ 0.28ms
  2026-04-04 18:15:38 / .................................................................................. ~ 500.28ms
  2026-04-04 18:15:38 /offline ........................................................................... ~ 536.29ms
  2026-04-04 18:15:38 /css/app.css ........................................................................ ~ 30.71ms
  2026-04-04 18:15:38 /internal/carriers ................................................................. ~ 533.63ms
  2026-04-04 18:15:38 /css/app.css ....................................................................... ~ 558.74ms
  2026-04-04 18:15:38 /images/logo-sidebar.png ........................................................... ~ 588.01ms
  2026-04-04 18:15:39 /js/pwa.js .......................................................................... ~ 49.08ms
  2026-04-04 18:15:39 /sw.js ............................................................................... ~ 0.46ms
  2026-04-04 18:15:39 / .................................................................................... ~ 0.25ms
  2026-04-04 18:15:39 /offline ........................................................................... ~ 545.64ms
  2026-04-04 18:15:39 /css/app.css ....................................................................... ~ 544.88ms
  2026-04-04 18:15:39 /manifest.json ...................................................................... ~ 40.96ms
  2026-04-04 18:15:39 /internal/carriers/dhl ............................................................. ~ 594.81ms
  2026-04-04 18:15:39 /css/app.css ....................................................................... ~ 618.04ms
  2026-04-04 18:15:40 /images/logo-sidebar.png ............................................................ ~ 33.31ms
  2026-04-04 18:15:40 /js/pwa.js .......................................................................... ~ 57.05ms
  2026-04-04 18:15:40 /sw.js ............................................................................... ~ 0.33ms
  2026-04-04 18:15:40 / .................................................................................... ~ 0.22ms
  2026-04-04 18:15:40 /offline ............................................................................ ~ 39.73ms
  2026-04-04 18:15:40 /css/app.css ........................................................................ ~ 33.18ms
  2026-04-04 18:15:41 /manifest.json ...................................................................... ~ 30.85ms
  2026-04-04 18:15:41 .................................................................................... ~ 565.60ms
  2026-04-04 18:15:41 .................................................................................... ~ 608.91ms
  2026-04-04 18:15:41 /admin/login ......................................................................... ~ 0.33ms
  2026-04-04 18:15:41 /css/app.css ......................................................................... ~ 0.28ms
  2026-04-04 18:15:41 /js/pwa.js .......................................................................... ~ 32.15ms
  2026-04-04 18:15:42 /sw.js ............................................................................... ~ 1.95ms
  2026-04-04 18:15:42 / .................................................................................... ~ 0.22ms
  2026-04-04 18:15:42 /offline ........................................................................... ~ 545.75ms
  2026-04-04 18:15:42 /admin/login ....................................................................... ~ 510.43ms
  2026-04-04 18:15:42 /login ............................................................................. ~ 545.28ms
  2026-04-04 18:15:42 /css/app.css ............................................................................. ~ 1s
  2026-04-04 18:15:43 /internal .......................................................................... ~ 509.60ms
  2026-04-04 18:15:43 /manifest.json ..................................................................... ~ 622.26ms
  2026-04-04 18:15:43 /css/app.css ....................................................................... ~ 577.45ms
  2026-04-04 18:15:44 /images/logo-sidebar.png ............................................................ ~ 32.53ms
  2026-04-04 18:15:44 /js/pwa.js .......................................................................... ~ 54.08ms
  2026-04-04 18:15:44 /sw.js ............................................................................... ~ 0.21ms
  2026-04-04 18:15:44 / .................................................................................. ~ 511.08ms
  2026-04-04 18:15:44 /offline ........................................................................... ~ 550.58ms
  2026-04-04 18:15:44 /internal/carriers ................................................................. ~ 522.19ms
  2026-04-04 18:15:44 /css/app.css ............................................................................. ~ 1s
  2026-04-04 18:15:44 /manifest.json ..................................................................... ~ 617.71ms
  2026-04-04 18:15:44 /css/app.css ....................................................................... ~ 616.48ms
  2026-04-04 18:15:45 /images/logo-sidebar.png ............................................................ ~ 30.06ms
  2026-04-04 18:15:45 /js/pwa.js .......................................................................... ~ 54.81ms
  2026-04-04 18:15:45 /sw.js ............................................................................... ~ 0.22ms
  2026-04-04 18:15:45 / .................................................................................. ~ 514.93ms
  2026-04-04 18:15:45 /offline ........................................................................... ~ 554.69ms
  2026-04-04 18:15:45 /css/app.css ........................................................................ ~ 41.79ms
  2026-04-04 18:15:45 /manifest.json ...................................................................... ~ 34.47ms
  2026-04-04 18:15:45 /internal/carriers/dhl ............................................................. ~ 628.37ms
  2026-04-04 18:15:45 /css/app.css ....................................................................... ~ 658.56ms
  2026-04-04 18:15:46 /images/logo-sidebar.png ............................................................ ~ 31.10ms
  2026-04-04 18:15:46 /js/pwa.js .......................................................................... ~ 55.58ms
  2026-04-04 18:15:46 /sw.js ............................................................................... ~ 0.26ms
  2026-04-04 18:15:46 / .................................................................................... ~ 1.24ms
  2026-04-04 18:15:46 /offline ............................................................................ ~ 39.26ms
  2026-04-04 18:15:46 /css/app.css ........................................................................ ~ 34.70ms
  2026-04-04 18:15:46 /manifest.json ...................................................................... ~ 30.61ms
  2026-04-04 18:15:46 ..................................................................................... ~ 60.84ms
  2026-04-04 18:15:46 .................................................................................... ~ 106.61ms
  2026-04-04 18:15:47 /b2b/login ........................................................................... ~ 0.66ms
  2026-04-04 18:15:47 /css/app.css ......................................................................... ~ 0.57ms
  2026-04-04 18:15:47 /js/pwa.js .......................................................................... ~ 33.73ms
  2026-04-04 18:15:48 /sw.js ............................................................................... ~ 0.45ms
  2026-04-04 18:15:48 / .................................................................................... ~ 0.29ms
  2026-04-04 18:15:48 /offline ........................................................................... ~ 556.89ms
  2026-04-04 18:15:48 /b2b/login ........................................................................... ~ 0.35ms
  2026-04-04 18:15:48 /login ............................................................................. ~ 543.00ms
  2026-04-04 18:15:48 /css/app.css ............................................................................. ~ 1s
  2026-04-04 18:15:49 /b2b/dashboard ..................................................................... ~ 505.35ms
  2026-04-04 18:15:49 /manifest.json ........................................................................... ~ 1s
  2026-04-04 18:15:49 /css/app.css ....................................................................... ~ 568.05ms
  2026-04-04 18:15:49 /js/pwa.js .......................................................................... ~ 33.61ms
  2026-04-04 18:15:49 /images/logo-sidebar.png ............................................................ ~ 68.60ms
  2026-04-04 18:15:50 /sw.js ............................................................................... ~ 0.22ms
  2026-04-04 18:15:50 / .................................................................................. ~ 509.58ms
  2026-04-04 18:15:50 /offline ........................................................................... ~ 553.56ms
  2026-04-04 18:15:50 /b2b/dashboard ..................................................................... ~ 551.12ms
  2026-04-04 18:15:50 /internal/carriers ................................................................. ~ 538.05ms
  2026-04-04 18:15:50 /css/app.css ............................................................................. ~ 1s
  2026-04-04 18:15:51 /manifest.json ...................................................................... ~ 66.68ms
  2026-04-04 18:15:51 .................................................................................... ~ 553.25ms
  2026-04-04 18:15:51 .................................................................................... ~ 595.53ms
  2026-04-04 18:15:58 / .................................................................................... ~ 0.56ms
  2026-04-04 18:15:58 /login ............................................................................. ~ 512.31ms
  2026-04-04 18:15:58 / .................................................................................... ~ 0.36ms
  2026-04-04 18:15:58 /login ............................................................................. ~ 506.34ms
  2026-04-04 18:16:02 /admin/login ....................................................................... ~ 503.91ms
  2026-04-04 18:16:02 /css/app.css ......................................................................... ~ 0.35ms
  2026-04-04 18:16:02 /js/pwa.js .......................................................................... ~ 40.89ms
  2026-04-04 18:16:03 /sw.js ............................................................................... ~ 2.43ms
  2026-04-04 18:16:03 / .................................................................................. ~ 511.72ms
  2026-04-04 18:16:03 /offline ........................................................................... ~ 551.42ms
  2026-04-04 18:16:04 /admin/login ....................................................................... ~ 512.73ms
  2026-04-04 18:16:04 /login ................................................................................... ~ 1s
  2026-04-04 18:16:03 /css/app.css ............................................................................. ~ 1s
  2026-04-04 18:16:05 /internal .......................................................................... ~ 512.75ms
  2026-04-04 18:16:04 /manifest.json ........................................................................... ~ 1s
  2026-04-04 18:16:05 /css/app.css ....................................................................... ~ 588.64ms
  2026-04-04 18:16:05 /images/logo-sidebar.png ............................................................ ~ 35.34ms
  2026-04-04 18:16:05 /js/pwa.js .......................................................................... ~ 59.26ms
  2026-04-04 18:16:05 /sw.js ............................................................................... ~ 0.24ms
  2026-04-04 18:16:05 / .................................................................................... ~ 0.71ms
  2026-04-04 18:16:05 /offline ........................................................................... ~ 567.73ms
  2026-04-04 18:16:06 /internal/integrations ............................................................. ~ 517.17ms
  2026-04-04 18:16:05 /css/app.css ............................................................................. ~ 1s
  2026-04-04 18:16:06 /manifest.json ..................................................................... ~ 572.57ms
  2026-04-04 18:16:06 /css/app.css ....................................................................... ~ 600.15ms
  2026-04-04 18:16:06 /images/logo-sidebar.png ............................................................ ~ 30.01ms
  2026-04-04 18:16:06 /js/pwa.js .......................................................................... ~ 56.49ms
  2026-04-04 18:16:06 /sw.js ............................................................................... ~ 0.40ms
  2026-04-04 18:16:07 / .................................................................................... ~ 0.32ms
  2026-04-04 18:16:07 /offline ........................................................................... ~ 555.32ms
  2026-04-04 18:16:07 /css/app.css ....................................................................... ~ 543.85ms
  2026-04-04 18:16:07 /manifest.json ...................................................................... ~ 37.80ms
  2026-04-04 18:16:07 /internal/integrations/store~335e44b4-f5f9-4174-a247-20b5a5cf34dd .................. ~ 578.74ms
  2026-04-04 18:16:07 /css/app.css ....................................................................... ~ 582.91ms
  2026-04-04 18:16:08 /images/logo-sidebar.png ............................................................ ~ 37.42ms
  2026-04-04 18:16:08 /js/pwa.js .......................................................................... ~ 65.93ms
  2026-04-04 18:16:08 /sw.js ............................................................................... ~ 0.33ms
  2026-04-04 18:16:08 / .................................................................................... ~ 0.23ms
  2026-04-04 18:16:08 /offline ........................................................................... ~ 550.79ms
  2026-04-04 18:16:08 /css/app.css ....................................................................... ~ 535.81ms
  2026-04-04 18:16:08 /manifest.json ...................................................................... ~ 33.68ms
  2026-04-04 18:16:08 ..................................................................................... ~ 65.98ms
  2026-04-04 18:16:08 .................................................................................... ~ 113.79ms
